Kategori,Başlık,İçerik
Bilim Teknoloji,TEKNOFEST Roket Yarışması’nda Bakan Kacır ve Selçuk Bayraktar’dan gençlere tam destek,TEKNOFEST “Roket Yarışması” Aksaray Tuz Gölü’nde tüm heyecanıyla devam ediyor. Sanayi ve Teknoloji Bakanı ve TEKNOFEST İcra Kurulu Başkanı Mehmet Fatih Kacır ile TEKNOFEST Yönetim Kurulu Başkanı ve Türkiye Teknoloji Takımı Vakfı Mütevelli Heyeti Başkanı Selçuk Bayraktar gençlerle buluştu.
Bilim Teknoloji,Rusya’nın Luna-25 uzay aracı Ay’ın yüzeyine çarptı,Rusya’nın 47 yıl sonra ilk kez Ay’a gönderdiği uzay aracı Luna-25’in kontrolden çıkarak Ay’ın yüzeyine çarptığı açıklandı.
Bilim Teknoloji,Türkiye'nin 'dijital birliği' sahaya çıktı,"HAVELSAN'ın, insansız hava ve kara araçlarının, sürü dronların birlikte görev yapabilmesine olanak sağlayan Karma Sürü Operasyon Merkezi'nin saha testi görüntülendi."
Bilim Teknoloji,9 yılda zararlı internet adresine 108 milyon erişim engellendi,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, toplam 16,7 milyon IP adresinin her biri için düzenli olarak yapılan taramalarla zafiyete ait risklerin proaktif şekilde tespit edilebildiğini belirterek, Ulusal Siber Olaylara Müdahale Merkezi'nin (USOM) kurulduğu 2014 yılından bu yana 252 bin 883 zararlı internet adresine toplam 108 milyon erişimin"
Bilim Teknoloji,TÜBİTAK destek limitleri iki katına çıkarıldı,"TÜBİTAK Teknoloji ve Yenilik Destek Programları Başkanlığı (TEYDEB) tarafından yürütülen destek programları üst limitleri artırıldı. BİGG Programı destek üst limiti 450 bin liradan 900 bin liraya, KOBİ AR-GE Başlangıç Destek Programı Proje Bütçesi üst limiti 1 milyon 200 bin liradan 2 milyon 400 bin liraya yükseltildi."
Bilim Teknoloji,TEKNOFEST Ankara için ziyaretçi kayıtları başladı,"Dünyanın en büyük Havacılık, Uzay ve Teknoloji Festivali TEKNOFEST, İstanbul'dan sonra milyonları Ankara’da buluşturacak. Festivale katılmak isteyenlerin online kayıt yaptırması gerekiyor."
Bilim Teknoloji,Türk bilim insanları uzayda bitki yetiştirecek,"Türkiye'nin ilk insanlı uzay görevi sırasında gerçekleştirilecek projede, uzay ortamında bitkilere genetik müdahale yapılacak ve bu müdahalenin verimi gözlemlenecek."
Bilim Teknoloji,"381 bin yapının betonu, 30 milyondan fazla çipli beton numuneyle denetlenecek","Çevre, Şehircilik ve İklim Değişikliği Bakanlığınca 25 Aralık 2018'de uygulamaya başlayan Elektronik Beton İzleme Sistemi (EBİS) ile Türkiye genelinde 381 bin 376 yapıdan, 30 milyon 388 bin 676 çipli beton numunesi alındı."
Bilim Teknoloji,Yollardaki Togg sayısı 2 bini geçti,Ağustos ayının ilk yarısında 909 adet Togg teslimi yapıldı. Bu sayı temmuz ayının toplamında yapılan teslim sayısını geçti. Böylece yollardaki Togg sayısı 2 bini aşmış oldu.
Bilim Teknoloji,Togg'un Ağustos teslimatı şimdiden geçen ayı geçti,Yerli otomobil Togg'un teslimatları aralıksız devam ediyor.  Ağustos ayı içerisinde 909 adet Togg kullanıcılarına teslim edildi. Bu teslimat şimdiden temmuz ayında yapılan teslimat sayısını geçmiş oldu.
Bilim Teknoloji,Düzensiz göçle mücadelede ileri teknolojiden faydalanılıyor,"Türkiye-İran sınır hattında görev yapan güvenlik güçleri, elektro-optik kuleler, termal kameralar, ACAR Kara Radar Sistemleri'nin kurulduğu, modüler beton duvarların inşa edildiği ve hendeklerin kazıldığı hudut hattını gece gündüz gözetleyerek düzensiz göçle mücadele ediyor."
Bilim Teknoloji,Fizikte devrim yaratacak süperiletken iddiası doğrulanamadı,"Güney Koreli bilim insanlarının oda sıcaklığında çalıştığını öne sürdüğü süperiletken malzeme, bağımsız bir araştırma ekibi tarafından doğrulanamadı."
Bilim Teknoloji,Çin'de Dünya Robot Konferansı düzenleniyor,"Robotik teknoloji her geçen gün yaygınlaşıyor. Çin'in başkenti Pekin'de yeni nesil robotlar sergileniyor. TRT Haber'den Musab Eryiğit, basın mensupları için bir gün önceden kapılarını açan Dünya Robot Konferansı'ndaydı."
Bilim Teknoloji,Kutup seferleri bilimsel atılımın bir ayağı olacak,"3. Ulusal Arktik Bilimsel Araştırma Seferi'ni tamamlayan Türk ekibi önemli sonuçlarla yurda döndü. Sanayi ve Teknoloji Bakanı Kacır, ""Seferi çok başarılı şekilde tamamladık. Türkiye pek çok alanda olduğu gibi bilimsel araştırmalarda öncü ülkelerden biri olmaya devam edecek"" dedi."
Bilim Teknoloji,Togg'lar sahiplerine kavuşuyor,Türkiye'nin yerli ve milli otomobili Togg'un sahiplerine teslimatı için sevkiyatlar sürüyor.
Bilim Teknoloji,"Google'dan Nüzhet Gökdoğan'a özel ""Doodle""","Google, Türkiye'nin ilk kadın gök bilimcilerinden olan astronom ve akademisyen Prof. Dr. Nüzhet Gökdoğan'ın yaş gününe özel ""Doodle"" hazırladı."
Bilim Teknoloji,Rusya’nın Ay’a gönderdiği uzay aracı ilk verileri işlemeye başladı,"Rusya’nın su kaynağı aramak için Ay’a gönderdiği ""Luna-25"" uzay aracındaki bilimsel araçlar faaliyete geçti ve ilk veriler işlenmeye başladı."
Bilim Teknoloji,Roketsan'ın sonda roketi başarıyla fırlatıldı,"Roketsan tarafından ileri mühendislik teknolojileri ile geliştirilen sonda roketi, İğneada’dan başarıyla fırlatıldı."
Bilim Teknoloji,"Botlar, ""Ben robot değilim"" testini insanlardan daha iyi çözüyor","Kaliforniya Üniversitesi'ndeki bir grup araştırmacının yaptığı çalışmaya göre, otomatik botlar, ""Ben robot değilim"" testinde insanlardan daha başarılı oldu."
Bilim Teknoloji,"Fenomenlerin faaliyetleri ""tehlikeli"" sınıfına alındı","Kitleleri etkileme gücü olan ""fenomenler""in video içeriği yapım ve yayın faaliyetleri, iş sağlığı ve güvenliği açısından bazı riskler içerdiği için ""tehlikeli"" sınıfa eklendi."
Bilim Teknoloji,Tüzel kişilerin kimlik tespitinde yapay zeka kullanılabilecek,Tüzel kişilerin uzaktan kimlik tespitinde yapay zeka uygulamalarının kullanılabilmesine imkan tanındı.
Bilim Teknoloji,Üniversite öğrencileri 'yapamazsınız' diyenlere inat elektrikli otomobil üretti,"Gaziantep Üniversitesinde eğitim gören öğrenciler, ""yapamazsınız, olmaz"" diyenlere inat, 2 yılda tasarımı ve motoru kendilerine ait olan 2 elektrikli otomobil üretti. Endüstri Mühendisliği Bölümü öğrencisi Mehmet Reşvan, ""Bizim de hayat mottomuzda 'başaramazsınız' denilen şeyleri tüm inancımızla yapıp başarmak var"" sözleriyle başarılarını anlattı."
Bilim Teknoloji,Türkiye haberleşme uydusu üretebilen 10 ülke arasına girecek,"İlk yerli ve milli haberleşme uydusu olacak Türksat 6A'nın gelecek yıl uzaya gönderilmesi hedefleniyor. Türkiye, Türksat 6A ile dünyada haberleşme uydusu üretebilen 10 ülke arasına girecek."
Bilim Teknoloji,Cumartesi gecesi meteor yağmuru yaşanacak,"Erciyes Üniversitesi (ERÜ) Fen Fakültesi Astronomi ve Uzay Bilimleri Bölümü Öğretim Üyesi Doç. Dr. Mehmet Tanrıver, hafta sonu yaşanacak yoğun meteor (gök taşı) yağmurunun ışık kirliliğinden uzak bölgelerde izlenebileceğini söyledi."
Bilim Teknoloji,"ABD, kritik yazılımlarını korumaya yönelik yapay zeka yarışması başlattı","ABD yönetimi, ülkenin en önemli yazılımlarını korumak için yapay zekayı kullanacak iki yıllık bir yarışma başlattı."
Bilim Teknoloji,e-Devlet kullanıcılarına 'sahte site' uyarısı,"Cumhurbaşkanlığı Dijital Dönüşüm Ofisi, siber saldırganlar tarafından dolaşıma sokulan oltalama sitelerinin son zamanlarda artığını belirterek, e-Devlet Kapısı kullanıcılarına uyarıda bulundu."
Bilim Teknoloji,Proteinlerin kodları Boğaziçi'nde çözülecek,"Boğaziçi Üniversitesi'nde bilim insanları proteinlerin dilini yapay zekayla çözmek için bir proje yürütüyor. Proje ile biyolojik birçok problem için çözüm geliştirilmesi hedefleniyor. Türk bilim insanları proje için, Avrupa Araştırma Konseyi'nden de 2 milyon euro hibe desteği aldı."
Bilim Teknoloji,"""TEKNOFEST Deneyap Kart Robolig Yarışması""na başvuruda son 2 gün","Her yıl yüz binlerce gencin başvurduğu dünyanın en büyük Havacılık, Uzay ve Teknoloji Festivali TEKNOFEST, Deneyap Kart Robolig Yarışması ile milli teknoloji hamlesine katkı sunmaya devam edecek. Başvuruların 10 Ağustos'ta sona ereceği yarışmada, toplam 270 bin lira ödül verilecek."
Bilim Teknoloji,Çin'den 'çip' hamlesi: Ham maddelere ihracat kısıtlaması,ABD ve Çin arasında yaşanan çip krizinde Çin'in çip üretiminde kullanılan ham maddelere ihracat kısıtlaması getirmesi ile iki ülke arasındaki çekişme bir üst safhaya taşındı.
Bilim Teknoloji,Üçüncü Ulusal Arktik Bilimsel Araştırma Seferi tamamlandı,"Üçüncü Ulusal Arktik Bilimsel Araştırma Seferi'ni gerçekleştiren, aralarında yabancı bilim insanlarının da bulunduğu 11 kişilik bilim heyeti, 1 aylık çalışmasını tamamlayarak Türkiye'ye döndü."
Bilim Teknoloji,Ulusal Arktik Bilimsel Araştırma Seferi'ni tamamlayan ekip Türkiye'ye döndü,"3. Ulusal Arktik Bilimsel Araştırma Seferi'ni gerçekleştiren 11 kişilik bilim heyeti, 1 ay süren seferin ardından faaliyetlerini tamamlayarak Türkiye'ye döndü."
Bilim Teknoloji,"Orman yangınlarına ""yapay zeka"" desteği","Tarım ve Orman Bakanlığı, orman yangınlarının önceden tahmin edilebilmesi ve gerekli tedbirlerin alınabilmesi amacıyla uygulamaya aldığı yapay zeka destekli ""Yangın Risk Yönetimi Projesi"" kapsamında 400'den fazla veriyi kullanarak yangın riski haritaları oluşturdu."
DOSYA HABER,İlk internet sitesi CERN 32 yaşında,"32 yıl önce 6 Ağustos’ta ilk internet sitesi çevrim içi oldu. Instagram ve YouTube gibi modern uygulamalara baktığımızda internetin ne denli ilerlediğinin de canlı bir kanıtı aynı zamanda. 32 yıl önce sadece 1 web sitesi varken şimdi dünya çapında 1 milyardan fazla internet sitesi kullanımda, her saniye de 3 yeni internet sitesi açılıyor."
Bilim Teknoloji,Yeni sistemle orman yangınları 15-20 saniyede tespit edilebiliyor,"Orman Genel Müdürlüğü (OGM) için geliştirilen Yangın Yönetim ve Orman Yangını Erken Uyarı sistemleriyle yangın söndürme çalışmalarının sevk ve idaresinde etkinlik artarken iş gücü ve ekonomik kayıpların önüne geçildi. 15 kilometre çapındaki orman görüntülerini analiz eden sistem, uzaktaki dumanı 15-20 saniyede tespit edebiliyor."
Bilim Teknoloji,Yurt dışından gelen WhatsApp aramalarına dikkat,"Son zamanlarda WhatsApp'ta, özellikle yabancı ülkelere ait tanımlanamayan numaralardan gelen aramalar artış gösterdi. Uzmanlar bu numaralarla iletilen taleplere karşı dikkatli olunmasını tavsiye ediyor."
Bilim Teknoloji,"AKSUNGUR, orman yangınlarında kesintisiz iletişim sağlıyor","İHA Baz İstasyonu Projesi kapsamında mobil baz istasyonu özelliği kazandırılan Aksungur İHA, haberleşmede sıkıntı yaşanan orman bölgelerinde, teşkilata yangın sırasında kesintisiz iletişim olanağı sağlıyor."
Bilim Teknoloji,"Ankara, İzmir ve Konya'da bazı alanlar ""teknoloji geliştirme bölgesi"" ilan edildi","Ankara, İzmir ve Konya'daki bazı alanların ""teknoloji geliştirme bölgesi"" olarak belirlenmesine karar verildi."
Bilim Teknoloji,Merakla beklenen GPT-5'le ilgili ilk ipuçları ortaya çıktı,"ChatGPT'yi geliştiren ABD merkezli yapay zeka firması OpenAI, yeni bir ticari marka başvurusunda bulundu. İlk bilgiler, GPT-4'ün halefinin ne olabileceğine dair cezbedici bir bakış sunuyor."
DOSYA HABER,ABD istihbaratı Rus hedeflere iPhone ile sızmış,"Teknoloji dünyasında sık duyduğumuz ‘iPhone dinlenemez’ argümanı Rusya’nın yayınladığı raporların ardından gerçekliğini yitirdi… Rusya’ya göre ABD istihbarat örgütleri iPhone üzerinde ‘arka kapı’ oluşturarak istediği tüm telefonlara kolayca sızabiliyor. Uzmanlar, kritik görevdeki Türk isimlerin de çok dikkatli olması gerektiği konusunda uyarıyor."
Bilim Teknoloji,Dünyanın şimdiye kadarki en ağır hayvanı keşfedilmiş olabilir,"Bilim insanları, Dünya'nın şimdiye kadar keşfedilmiş en ağır hayvan adayını tespit etti. Yaklaşık 200 ton ağırlığında olması muhtemel hayvan, uzun süredir soyu tükenmiş bir balina türü."
Bilim Teknoloji,Elektrikli araç şarj istasyonu ağı genişliyor,"Türkiye'de elektrikli araç şarj istasyonu sayısı 17 Temmuz itibarıyla 3 bin 790'a, şarj noktası sayısı ise 8 bin 1'e yükseldi. İller bazında 2 bin 200 şarj noktasıyla İstanbul öne çıkıyor. İstanbul'un ardından Ankara 822, Antalya 682 ve İzmir 402 şarj noktasıyla elektrikli araç sahiplerine hizmet veriyor."
Bilim Teknoloji,Dijital nefret dili çocukları da etkiliyor,"Sosyal medya, nefret söylemi taşıyan içeriklerin yayılması için en uygun ortam. Peki, bu mecralardaki nefret dili ve felaket senaryoları vaktinin çoğunu internette geçiren çocukları nasıl etkiliyor?"
Bilim Teknoloji,"Türk bilim insanları, ""Avrupa'nın TÜBİTAK'ında"" karbon malzeme üretecek","İstanbul Üniversitesi Cerrahpaşa (İÜC) Orman Fakültesi Orman Endüstri Mühendisliği Bölümü Öğretim Üyesi Prof. Dr. Zeki Candan ile ekibi, Bilim ve Teknolojide Avrupa İşbirliği Kuruluşunda (European Cooperation in Science and Technology-COST) daha temiz bir çevre için sürdürülebilir kaynaklardan karbon malzeme üretecek."
Bilim Teknoloji,Twitter ofisinin tepesindeki dev 'X' şikayetlerin ardından kaldırıldı,"Twitter'ın genel merkezi olan San Francisco gökdelenindeki dev, parlak X işareti bölge sakinlerinin şikayeti sonrası kaldırıldı."
Bilim Teknoloji,Küresel ısınma 46 bin yıldır uyuyan solucanları uyandırdı,"Küresel ısınmanın etkileri artıyor. Rusya'nın Sibirya bölgesinde, çözülen toprağın altından, 46 bin yıldır uyuyan solucanlar çıkarıldı."
Bilim Teknoloji,Jurassic deniz kaplumbağasının en eksiksiz fosili bulundu,"Bilim insanları Solnhofia Parsonsi adlı Jurassic deniz kaplumbağasının, neredeyse tüm uzuvları ve ayak kemikleri yerinde olan, olağanüstü bir fosilini buldu."
Bilim Teknoloji,Türkiye COST katılımlarında zirveyi zorluyor,"Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, Türkiye'nin 267 aksiyonda yer alarak Bilim ve Teknolojide Avrupa İşbirliği Kuruluşu (COST) bünyesinde bilimsel araştırmalara ve teknolojiye en fazla katılım sağlayan üçüncü ülke olduğunu açıkladı."
Bilim Teknoloji,TEKNOFEST Girişim Yarışması başvurusu için son tarih 31 Temmuz,"TEKNOFEST'te, bu yıl ilk defa düzenlenen Girişim Yarışması'na başvurmak isteyenler için süre 31 Temmuz’da sona erecek."
Bilim Teknoloji,Kamuda açık kaynak kodlu yazılım adımı,"Kamuda Açık Kaynak Kodlu Yazılım Kullanımı ile bilişim harcamalarından tasarruf edilmesi, üretici bağımlılığının azaltılması ve siber güvenliğin güçlendirilmesi amaçlanıyor."
Bilim Teknoloji,Türk savunma sanayii IDEF'i çekim merkezi yaptı,"Türk savunma sanayisinin gelişimi, sektör için uluslararası bir vitrin olan Uluslararası Savunma Sanayii Fuarı'nın daha da büyümesini sağladı."
Bilim Teknoloji,IDEF 2023'te yerli imkanlarla üretilen söndürme kiti de sergileniyor,"Uluslararası Savunma Sanayii Fuarı'nda yerli ve milli imkanlarla geliştirilen ürünler sergileniyor. O ürünlerden biri de 7,5 tona kadar su taşıma kapasitesine sahip yangın söndürme kiti. TRT Haber ekibi, yüzde 100 yerli olarak üretilen o kiti görüntüledi."
Bilim Teknoloji,Selçuk Bayraktar: Dünyada Türk savunma sanayii artık büyük bir marka,"Baykar Yönetim Kurulu Başkanı ve Teknoloji Lideri Selçuk Bayraktar, İstanbul'daki Uluslararası Savunma Sanayii Fuarı'nı ziyaret etti. Yerli ve milli markalarımızın yer aldığı stantları gezen Bayraktar, savunma sanayinin dünyada artık bir marka olduğunu söyledi."
Bilim Teknoloji,Hava savunmada ASELSAN imzası,"16'ncı Uluslararası Savunma Sanayii Fuarı kapsamında ""ASELSAN Hava Savunma Ürünleri Lansman Töreni"" düzenlendi."
Bilim Teknoloji,F-16'nın modernizasyonu için imzalar atıldı,Savunma Sanayii Başkanlığı'nın başlattığı ve TUSAŞ tarafından yürütülecek proje ile Hava Kuvvetleri Komutanlığı'nın envanterinde bulunan tüm F-16 Blok-30 uçakları ile F-16 Blok-30/40/50 uçaklarının modernizasyonu gerçekleştirilecek.
Bilim Teknoloji,Milli Muharip Uçak KAAN yerli motorla uçacak,"Türk Havacılık ve Uzay Sanayii Genel Müdürü Temel Kotil, Milli Muharip Uçak KAAN'ı 2028'de Türk motoruyla uçurmayı planladıklarını belirterek, ""Bunun için çalışmalarımız sürüyor"" dedi."
Bilim Teknoloji,"PARS hedefi bulacak, DELİ vuracak","Türk savunma sanayii bünyesinde geliştirilen PARS Gözcü İnsansız Hava Aracı ile Kamikaze İHA DELİ birbirini tamamlayacak. PARS hedefleri belirlerken, DELİ bu hedefleri vuracak."
Bilim Teknoloji,Sarsılmaz'ın yeni ürünleri görücüye çıktı,"Türk savunma sanayinin önde gelen üreticilerinden Sarsılmaz Silah Sanayi, yeni ürünlerinin tanıtımını Uluslararası Savunma Sanayii Fuarı'nda gerçekleştirdi."
Bilim Teknoloji,"CANiK, ilk kez sergilediği ürünleriyle IDEF'23'te","CANiK, dünyanın en önemli savunma sanayisi fuarlarından Uluslararası Savunma Sanayii Fuarı'nda en yeni ve en güçlü ürünleriyle yerini aldı."
Bilim Teknoloji,"Roketsan, yeni ürünleriyle IDEF'23'te","Roketsan, ilk kez sergilediği ürünleriyle Uluslararası Savunma Sanayii Fuarı IDEF'23'te yerini aldı."
Bilim Teknoloji,"TÜBİTAK, teknolojinin ""diplomasi aracı"" olma gücünü artırmayı hedefliyor","Türkiye Bilimsel ve Teknolojik Araştırma Kurumu (TÜBİTAK) Başkanı Prof. Dr. Hasan Mandal, Türkiye'nin artık kendini konumlandırma noktasında teknolojiyi diplomasinin aracı olarak kullandığını belirterek, ""Hedefimiz Cumhurbaşkanımızın yurt dışı ziyaretlerinde Türkiye'nin teknolojiyi tasarlayan, geliştiren bir ülke olarak gücünün görülmesi"" dedi."
Bilim Teknoloji,Yerli kamikaze dronlar hidrojen itkiyle fırlatıldı,Hidrojen beslemeli itki sistemine sahip akıllı savunma sistemiyle başarılı kamikaze dron atışları geçekleştirildi.
Bilim Teknoloji,"TEI, yerli ve milli motorları sergileyecek","TUSAŞ Motor Sanayii, Uluslararası Savunma Sanayii Fuarı IDEF 23'te Türkiye'nin yerli ve milli motorlarını sergileyecek."
Bilim Teknoloji,"Roketsan, ilk kez sergileyeceği ürünleri tanıttı","Roketsan, ilk kez Uluslararası Savunma Sanayii Fuarı IDEF'23'te sergileyeceği, aralarında mobil hava savunma sistemi Burç, havadan karaya balistik süpersonik füzesi İHA-230'un da olduğu ürünlerini tanıttı."
Bilim Teknoloji,Türksat 6A uydusu gelecek yıl martta uzaya gönderilecek,"Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, ilk milli haberleşme uydusu Türksat 6A'nın TÜBİTAK UZAY tarafından geliştirildiğini belirterek, ""Biraz testler uzadı ama sözü aldık. İnşallah Mart 2024'te Türksat 6A'yı da İMECE gibi başarıyla uzaya göndereceğiz"" dedi."
